,label
protein-21286,1
protein-10827,0
protein-14761,0
protein-28635,1
protein-43266,0
protein-17362,0
protein-4804,0
protein-34275,1
protein-47284,0
protein-57791,0
protein-33782,0
protein-23120,1
protein-37470,0
protein-58436,0
protein-8150,1
protein-25438,1
protein-52695,0
protein-34402,1
protein-18638,0
protein-47566,0
protein-48898,0
protein-44684,1
protein-17284,0
protein-10149,0
protein-53491,0
protein-40145,1
protein-41049,0
protein-3802,0
protein-44963,1
protein-63913,0
protein-5615,0
protein-25899,1
protein-50215,1
protein-43656,0
protein-39192,1
protein-19876,1
protein-43257,0
protein-50882,1
protein-40316,0
protein-57567,0
protein-36499,1
protein-36227,0
protein-57930,0
protein-58321,0
protein-26572,1
protein-60692,1
protein-58797,1
protein-36080,0
protein-47128,0
protein-38665,1
protein-36289,0
protein-57578,0
protein-34571,1
protein-52972,0
protein-60449,1
protein-28775,1
protein-34257,1
protein-46047,1
protein-11141,0
protein-28513,1
protein-18430,1
protein-58328,0
protein-56651,0
protein-40956,0
protein-37548,0
protein-57026,1
protein-31322,1
protein-30942,0
protein-16303,0
protein-27608,1
protein-16961,1
protein-61617,1
protein-52526,1
protein-60516,0
protein-57971,0
protein-1647,0
protein-54097,1
protein-43632,0
protein-61429,1
protein-48065,0
protein-2178,0
protein-12223,1
protein-34604,1
protein-19637,0
protein-62404,1
protein-16984,1
protein-55178,1
protein-50130,0
protein-57747,0
protein-2439,0
protein-6204,1
protein-33586,0
protein-23090,1
protein-11064,0
protein-42733,1
protein-35161,0
protein-32533,1
protein-4374,0
protein-14079,0
protein-62849,1
protein-56754,1
protein-5729,0
protein-32504,1
protein-40869,0
protein-3577,0
protein-42973,0
protein-50462,0
protein-55039,0
protein-56771,1
protein-7718,1
protein-19181,0
protein-20996,1
protein-43558,0
protein-55737,0
protein-32841,0
protein-1462,0
protein-31385,1
protein-64363,0
protein-53833,0
protein-19370,0
protein-13409,1
protein-10341,1
protein-11370,1
protein-1326,0
protein-57821,1
protein-18633,0
protein-37222,1
protein-45644,1
protein-46057,1
protein-44521,1
protein-41130,0
protein-13139,1
protein-31609,1
protein-44145,0
protein-58322,0
protein-63972,0
protein-25761,1
protein-49429,0
protein-31262,1
protein-30321,0
protein-59989,0
protein-43134,0
protein-16284,0
protein-5798,0
protein-28403,1
protein-34515,1
protein-41149,0
protein-10373,1
protein-18022,0
protein-1822,0
protein-21018,1
protein-8775,1
protein-22027,0
protein-50108,0
protein-48070,0
protein-54288,1
protein-3498,0
protein-19110,0
protein-8957,1
protein-28289,1
protein-22506,1
protein-14317,0
protein-27794,1
protein-42791,1
protein-6221,0
protein-21471,1
protein-26711,1
protein-758,0
protein-7807,1
protein-46056,1
protein-9623,0
protein-6339,0
protein-59283,1
protein-49211,0
protein-39542,1
protein-32012,0
protein-54332,1
protein-10250,0
protein-28402,1
protein-27840,1
protein-12671,1
protein-3573,0
protein-53504,0
protein-37263,1
protein-46476,1
protein-47742,0
protein-13571,1
protein-27342,1
protein-4488,0
protein-9263,0
protein-50749,1
protein-63342,0
protein-28503,1
protein-51216,0
protein-40479,0
protein-33480,0
protein-30512,0
protein-44961,1
protein-30707,0
protein-1866,1
protein-63193,0
protein-47106,0
protein-19819,1
protein-60824,1
protein-20961,1
protein-4463,0
protein-57531,1
protein-922,0
protein-37097,1
protein-37828,0
protein-7074,1
protein-62030,0
protein-37243,1
protein-32210,0
protein-33349,1
protein-50387,1
protein-27023,1
protein-32928,0
protein-22028,0
protein-13236,1
protein-37480,0
protein-23642,0
protein-25876,1
protein-59388,0
protein-32203,0
protein-32023,0
protein-36441,0
protein-26197,1
protein-46819,1
protein-61652,1
protein-24617,1
protein-638,1
protein-29405,1
protein-30133,0
protein-41505,0
protein-57502,1
protein-57356,1
protein-1259,0
protein-22900,1
protein-18375,1
protein-62180,1
protein-5064,0
protein-57444,1
protein-41234,1
protein-53201,0
protein-54180,1
protein-5901,1
protein-7563,1
protein-42147,1
protein-52842,1
protein-60526,0
protein-62098,1
protein-2041,0
protein-26768,0
protein-35940,0
protein-25408,1
protein-58528,1
protein-59285,1
protein-48474,0
protein-53361,1
protein-25382,1
protein-59430,0
protein-26535,0
protein-44809,1
protein-57888,0
protein-38615,1
protein-31354,1
protein-58123,1
protein-52942,0
protein-10911,1
protein-9836,0
protein-41253,1
protein-36656,1
protein-1461,0
protein-64389,0
protein-37350,1
protein-49203,0
protein-38770,1
protein-51583,0
protein-21142,1
protein-1695,1
protein-63450,0
protein-26837,0
protein-17333,0
protein-6545,1
protein-4006,0
protein-61101,0
protein-44805,1
protein-2676,0
protein-7936,1
protein-15095,1
protein-16557,0
protein-58186,0
protein-7771,1
protein-22952,1
protein-7833,1
protein-4354,0
protein-4931,0
protein-41192,1
protein-5722,0
protein-18812,0
protein-61197,0
protein-49881,0
protein-15922,1
protein-63755,1
protein-54158,1
protein-24993,0
protein-5840,1
protein-58766,1
protein-6491,1
protein-2417,0
protein-43111,0
protein-45317,1
protein-27726,1
protein-26836,0
protein-21962,1
protein-4518,0
protein-23532,0
protein-55167,1
protein-61105,0
protein-21512,1
protein-45850,1
protein-44706,1
protein-15916,1
protein-15091,1
protein-50783,1
protein-8104,1
protein-21227,1
protein-52890,0
protein-49264,0
protein-21867,0
protein-36863,0
protein-23169,0
protein-16589,0
protein-26767,0
protein-28776,1
protein-49448,0
protein-33485,0
protein-57375,1
protein-3532,0
protein-64334,0
protein-17466,0
protein-17914,0
protein-56845,1
protein-46495,1
protein-57484,1
protein-45862,1
protein-5112,0
protein-49691,0
protein-18117,0
protein-14763,0
protein-39699,0
protein-45999,1
protein-7140,1
protein-39742,0
protein-30242,1
protein-47462,0
protein-14504,0
protein-62102,1
protein-51593,0
protein-29817,1
protein-39242,1
protein-1355,0
protein-4935,0
protein-8047,1
protein-17843,0
protein-56199,1
protein-27248,1
protein-9685,0
protein-13509,1
protein-11136,0
protein-59108,1
protein-1568,0
protein-50118,0
protein-15587,1
protein-44384,1
protein-7289,1
protein-23507,0
protein-31193,1
protein-27931,1
protein-38768,1
protein-55251,1
protein-11713,1
protein-7217,1
protein-38561,1
protein-62786,1
protein-35070,1
protein-12644,1
protein-9443,0
protein-55125,0
protein-63360,0
protein-33218,0
protein-20335,1
protein-27200,1
protein-44821,1
protein-32400,1
protein-36893,0
protein-22436,1
protein-20894,1
protein-41888,1
protein-57881,0
protein-61683,1
protein-15027,1
protein-17924,0
protein-26810,0
protein-16784,0
protein-27241,1
protein-43944,1
protein-30291,1
protein-23440,0
protein-63287,1
protein-35272,0
protein-54353,1
protein-9771,0
protein-46442,1
protein-57233,1
protein-11039,1
protein-29434,0
protein-25993,1
protein-17871,0
protein-54717,1
protein-13680,1
protein-44024,0
protein-58651,1
protein-40310,0
protein-59669,1
protein-52438,1
protein-31247,1
protein-23664,0
protein-35191,0
protein-42306,0
protein-63768,0
protein-468,0
protein-34457,1
protein-43836,0
protein-3313,0
protein-48504,0
protein-57635,0
protein-64344,0
protein-11353,0
protein-54851,1
protein-40551,0
protein-8624,1
protein-29234,1
protein-60857,1
protein-694,0
protein-24810,0
protein-14310,0
protein-27107,1
protein-57382,1
protein-36040,0
protein-46531,1
protein-16077,1
protein-38251,1
protein-22299,1
protein-50999,1
protein-16562,0
protein-8196,1
protein-15345,1
protein-44993,1
protein-10188,0
protein-54215,0
protein-44276,0
protein-33064,0
protein-46628,1
protein-30570,0
protein-16120,1
protein-59727,1
protein-55619,1
protein-27113,1
protein-3893,0
protein-34903,1
protein-5245,0
protein-36346,0
protein-47030,0
protein-8577,1
protein-28860,1
protein-38654,1
protein-60854,1
protein-12383,1
protein-56060,0
protein-22770,1
protein-43,0
protein-5377,0
protein-49275,0
protein-41058,0
protein-4050,1
protein-32875,0
protein-63604,0
protein-59546,1
protein-58337,0
protein-48188,0
protein-5812,1
protein-43087,0
protein-60808,1
protein-20743,1
protein-48959,0
protein-51696,0
protein-47800,0
protein-33189,0
protein-34271,1
protein-40727,1
protein-60011,0
protein-35243,0
protein-1218,0
protein-28318,1
protein-20527,0
protein-51578,0
protein-18733,1
protein-55584,0
protein-41966,1
protein-35409,0
protein-26302,1
protein-56125,0
protein-8765,1
protein-49601,0
protein-88,0
protein-27769,1
protein-46874,0
protein-11566,1
protein-14254,1
protein-10655,1
protein-27438,1
protein-15061,1
protein-30820,0
protein-25444,1
protein-16629,1
protein-10016,0
protein-49227,0
protein-34144,1
protein-47667,0
protein-2484,0
protein-35707,0
protein-25224,0
protein-62317,0
protein-62801,1
protein-47850,0
protein-10761,1
protein-32628,1
protein-19694,0
protein-8350,1
protein-12873,1
protein-54951,0
protein-41423,0
protein-23103,1
protein-40390,0
protein-64340,0
protein-58163,0
protein-4075,1
protein-47330,0
protein-55954,1
protein-59570,1
protein-60946,1
protein-37125,1
protein-27313,1
protein-43123,0
protein-59459,0
protein-62249,1
protein-52877,0
protein-2382,1
protein-57936,0
protein-15678,1
protein-1649,0
protein-37633,0
protein-45868,1
protein-41544,1
protein-16495,0
protein-5744,0
protein-45373,1
protein-32122,0
protein-6679,1
protein-41605,1
protein-39181,1
protein-6098,1
protein-62325,0
protein-37969,0
protein-42114,1
protein-62073,1
protein-52398,0
protein-5306,0
protein-25434,1
protein-45229,1
protein-51975,1
protein-5618,0
protein-11153,0
protein-26446,0
protein-19203,0
protein-45770,1
protein-24967,0
protein-13511,1
protein-46324,1
protein-31240,1
protein-17917,0
protein-36681,1
protein-35298,0
protein-40123,1
protein-31178,1
protein-27882,1
protein-12397,1
protein-58115,1
protein-6449,1
protein-9735,0
protein-33771,0
protein-24031,0
protein-58598,1
protein-35095,0
protein-64133,0
protein-21306,1
protein-1980,0
protein-11256,0
protein-13156,1
protein-11849,1
protein-43235,0
protein-59949,1
protein-10848,0
protein-16412,0
protein-16856,1
protein-15438,0
protein-46045,1
protein-17410,0
protein-446,0
protein-3324,0
protein-58029,0
protein-19668,0
protein-63343,0
protein-6960,1
protein-26694,1
protein-17231,0
protein-61777,1
protein-27781,1
protein-30301,1
protein-5850,1
protein-2923,1
protein-45814,1
protein-36564,1
protein-17604,0
protein-12248,1
protein-4528,1
protein-33631,0
protein-32277,0
protein-27395,1
protein-12553,1
protein-27980,1
protein-53069,0
protein-13080,1
protein-43645,0
protein-44591,1
protein-29640,1
protein-43817,0
protein-61576,1
protein-26023,1
protein-21942,1
protein-37180,1
protein-43865,0
protein-60148,0
protein-1000,0
protein-55068,0
protein-51342,1
protein-8445,1
protein-30642,0
protein-23355,0
protein-52026,1
protein-38072,1
protein-10896,1
protein-22971,1
protein-41410,0
protein-53080,0
protein-30997,0
protein-49563,0
protein-23695,0
protein-40353,0
protein-6847,1
protein-48647,1
protein-24401,1
protein-20070,0
protein-63394,0
protein-14728,0
protein-25576,1
protein-27265,1
protein-33062,0
protein-51024,1
protein-53125,0
protein-132,0
protein-31203,1
protein-55991,1
protein-23558,0
protein-2729,0
protein-15553,1
protein-17239,0
protein-13196,1
protein-61936,0
protein-26571,1
protein-62202,1
protein-22185,0
protein-43043,0
protein-9730,0
protein-47067,0
protein-14162,1
protein-41582,1
protein-9711,0
protein-55236,1
protein-55153,1
protein-54622,1
protein-38018,0
protein-19267,0
protein-24360,1
protein-29947,1
protein-23372,0
protein-8827,1
protein-10940,1
protein-53506,0
protein-17971,0
protein-29467,1
protein-57701,0
protein-28396,1
protein-18507,0
protein-33428,0
protein-24512,0
protein-37330,1
protein-30609,0
protein-5831,1
protein-32587,1
protein-6508,1
protein-54325,1
protein-16501,0
protein-60256,0
protein-60667,0
protein-40857,0
protein-45582,1
protein-22218,0
protein-42140,1
protein-9884,0
protein-42703,1
protein-52752,0
protein-41042,0
protein-31836,1
protein-55183,1
protein-58364,0
protein-41411,0
protein-25646,1
protein-2067,0
protein-34391,1
protein-1072,0
protein-7077,1
protein-23732,0
protein-30494,0
protein-34489,1
protein-62627,1
protein-42355,0
protein-56722,0
protein-59214,1
protein-21625,1
protein-54114,1
protein-9959,0
protein-23829,1
protein-21615,0
protein-20882,0
protein-19845,1
protein-49248,0
protein-3879,0
protein-37749,0
protein-24618,1
protein-29785,1
protein-44891,1
protein-61270,1
protein-35392,0
protein-16250,0
protein-17508,0
protein-13769,1
protein-35338,0
protein-2224,0
protein-45788,1
protein-43497,0
protein-31283,1
protein-80,0
protein-48347,0
protein-54187,1
protein-10778,0
protein-26409,1
protein-4627,1
protein-34248,1
protein-43154,0
protein-49172,0
protein-57979,0
protein-16084,1
protein-3373,0
protein-28708,1
protein-11986,1
protein-26598,1
protein-31276,1
protein-423,0
protein-23612,0
protein-20763,0
protein-35746,0
protein-64270,1
protein-56936,1
protein-6304,0
protein-43141,0
protein-20329,1
protein-26808,0
protein-54747,1
protein-57596,0
protein-1152,0
protein-1557,0
protein-59398,0
protein-22098,0
protein-55498,0
protein-56269,0
protein-60261,1
protein-9279,0
protein-19378,0
protein-15077,1
protein-57551,0
protein-4167,0
protein-26579,1
protein-61188,0
protein-40694,0
protein-16787,0
protein-62540,1
protein-53659,1
protein-42239,1
protein-54491,0
protein-29356,1
protein-15536,1
protein-51309,1
protein-23118,1
protein-27974,1
protein-21459,1
protein-53267,1
protein-9298,0
protein-51671,0
protein-63043,1
protein-16025,1
protein-28669,1
protein-24266,0
protein-5273,0
protein-53487,0
protein-41165,1
protein-38912,1
protein-39586,1
protein-38617,1
protein-45052,1
protein-12940,1
protein-30946,0
protein-28689,1
protein-10863,0
protein-49645,0
protein-3406,0
protein-13182,1
protein-25413,1
protein-13043,1
protein-44445,1
protein-32609,1
protein-56408,1
protein-15008,1
protein-11915,1
protein-24183,0
protein-7750,1
protein-45123,1
protein-36882,0
protein-53165,0
protein-16544,0
protein-2471,0
protein-7164,1
protein-56262,1
protein-41909,1
protein-44176,0
protein-7015,1
protein-8952,1
protein-4744,0
protein-7102,1
protein-13510,1
protein-26105,1
protein-36123,0
protein-17706,0
protein-10962,1
protein-55944,1
protein-36254,0
protein-46049,1
protein-36776,0
protein-9326,0
protein-25494,1
protein-42803,0
protein-33685,0
protein-57062,1
protein-12877,1
protein-52502,1
protein-24296,0
protein-20106,0
protein-40377,0
protein-52130,0
protein-48521,0
protein-12524,1
protein-39178,1
protein-25973,1
protein-13810,1
protein-35547,0
protein-4155,0
protein-17220,0
protein-3899,0
protein-19522,0
protein-10053,0
protein-26316,1
protein-63315,1
protein-39413,1
protein-24233,0
protein-60731,1
protein-16709,1
protein-56860,1
protein-61396,1
protein-22837,1
protein-64128,0
protein-4193,0
protein-64221,0
protein-54944,0
protein-892,0
protein-26803,0
protein-9516,0
protein-11302,0
protein-52522,1
protein-20578,1
protein-42489,1
protein-43161,0
protein-17217,0
protein-61632,1
protein-13604,1
protein-16772,0
protein-25615,1
protein-1359,0
protein-5132,0
protein-59799,1
protein-53903,0
protein-41353,1
protein-52846,1
protein-55155,1
protein-28141,1
protein-40076,1
protein-57957,0
protein-58687,1
protein-61718,1
protein-21079,1
protein-20831,0
protein-450,0
protein-5365,0
protein-36672,1
protein-53953,0
protein-18858,0
protein-4540,1
protein-57173,1
protein-19473,0
protein-50169,0
protein-52264,0
protein-20330,1
protein-64015,0
protein-41250,1
protein-46884,0
protein-3377,0
protein-9637,0
protein-14235,1
protein-34141,1
protein-31942,0
protein-2754,0
protein-28951,1
protein-63745,0
protein-36104,0
protein-26898,1
protein-37225,1
protein-11135,0
protein-37378,1
protein-19898,1
protein-33501,0
protein-1911,1
protein-19632,0
protein-39912,0
protein-15078,1
protein-19824,1
protein-12029,1
protein-45444,1
protein-1664,1
protein-48178,0
protein-34818,1
protein-24370,1
protein-46809,1
protein-59969,0
protein-14298,1
protein-11378,1
protein-43349,0
protein-7736,1
protein-24199,0
protein-62728,1
protein-51468,1
protein-28793,1
protein-41743,1
protein-3743,0
protein-57653,0
protein-12085,1
protein-58108,0
protein-35675,1
protein-6093,1
protein-54574,1
protein-21662,1
protein-58810,1
protein-39762,0
protein-50623,0
protein-29136,0
protein-21553,1
protein-39266,1
protein-3091,1
protein-50009,0
protein-20710,1
protein-52184,0
protein-2507,0
protein-17605,0
protein-18090,0
protein-15197,1
protein-21816,0
protein-15437,0
protein-25053,1
protein-52037,1
protein-59178,1
protein-20968,1
protein-61909,0
protein-58235,0
protein-45249,1
protein-11305,0
protein-13563,1
protein-34083,1
protein-10026,0
protein-60680,0
protein-47999,0
protein-35546,0
protein-1113,0
protein-37673,0
protein-16938,1
protein-5113,0
protein-48103,0
protein-59735,1
protein-55377,1
protein-10487,1
protein-9353,0
protein-2946,1
protein-9459,0
protein-63379,0
protein-11329,0
protein-30212,0
protein-35925,0
protein-50964,1
protein-42197,1
protein-51927,1
protein-50852,1
protein-14549,0
protein-53454,1
protein-27869,1
protein-18370,1
protein-37598,0
protein-57537,1
protein-42806,0
protein-38063,1
protein-13424,1
protein-50956,1
protein-29270,1
protein-44965,1
protein-34104,1
protein-9369,0
protein-2873,1
protein-46275,1
protein-53096,0
protein-36215,0
protein-21815,0
protein-59057,1
protein-40317,0
protein-59022,1
protein-6350,0
protein-50222,1
protein-58085,0
protein-18816,0
protein-16131,1
protein-25320,1
protein-21555,1
protein-46730,1
protein-42739,1
protein-25368,1
protein-50787,1
protein-60306,0
protein-43256,0
protein-41998,1
protein-61502,1
protein-33870,0
protein-20116,0
protein-19333,0
